,,,,,,,
Year,Source,Product Name,Country Name,Volume (kg),Value (USD),Calculated Duty (USD),Edible code
1988,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"84,873","300,549",,E
1974,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED WHOLE/PROCESSED",UNITED KINGDOM,"5,252","8,358",,E
1972,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,NORWAY,"8,442","15,714",,E
1975,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,DENMARK,"19,160","22,082",,E
1973,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,UNITED KINGDOM,"8,121","11,181",,E
1985,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,SWEDEN,"522,538","1,068,570",,E
1976,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,IRELAND,"811,544","1,268,926",,E
1976,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"466,274","684,210",,E
1988,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FRESH",ICELAND,"67,922","317,372",,E
1975,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FRESH",ICELAND,"1,814",814,,E
1973,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,DENMARK,"38,782","66,619",,E
1983,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"2,161,800","5,133,201",,E
1981,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"85,948","135,397",,E
1973,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",NETHERLANDS,"103,980","154,696",,E
1973,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",FRANCE,"256,606","330,964",,E
1987,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,ICELAND,"177,307","586,857",,E
1972,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,ICELAND,"4,263,537","5,429,750",,E
1986,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,NORWAY,"240,376","1,180,790",,E
1986,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"8,640","38,168",,E
1985,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",SPAIN,"1,920","7,891",,E
1988,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN",UNITED KINGDOM,"72,108","310,622",,E
1986,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",SPAIN,"14,583","94,999",,E
1987,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,NORWAY,"521,853","2,352,694",,E
1985,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK,OCEAN PERCH FILLET IN QUOTA",ICELAND,"11,689","50,396",,E
1986,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",NORWAY,"30,750","172,311",,E
1986,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",UNITED KINGDOM,"1,892","14,084",,E
1986,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",DENMARK,"87,737","393,535",,E
1983,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,DENMARK,"18,051","33,671",,E
1985,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,SWEDEN,"24,296","72,211",,E
1984,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,FRANCE,"20,994","49,198",,E
1987,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"20,044","71,612",,E
1975,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,NORWAY,"126,422","133,349",,E
1975,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,SWEDEN,"5,658","6,486",,E
1978,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"2,425,516","5,346,023",,E
1981,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"7,941,018","18,518,540",,E
1979,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,ICELAND,"632,511","1,263,161",,E
1975,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"393,014","365,038",,E
1982,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,ICELAND,"7,644,678","13,598,110",,E
1977,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"1,176,821","2,461,886",,E
1976,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,IRELAND,"347,420","540,880",,E
1980,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"2,331,331","6,099,226",,E
1978,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",NORWAY,"38,634","134,153",,E
1977,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,UNITED KINGDOM,"106,400","238,573",,E
1977,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",NORWAY,"3,015","8,212",,E
1972,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"3,519,092","2,294,464",,E
1988,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH,NORWAY,"21,840","60,535",,E
1984,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,DENMARK,"10,863","20,877",,E
1975,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"3,992","9,771",,E
1980,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,ICELAND,"129,001","264,637",,E
1987,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,DENMARK,"96,126","658,305",,E
1986,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",UNITED KINGDOM,"1,263,497","4,288,120",,E
1972,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",DENMARK,"10,995","9,207",,E
1972,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"66,265","66,425",,E
1985,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"7,766,335","21,263,288",,E
1985,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",NORWAY,"7,875","32,788",,E
1984,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,ICELAND,"27,248","85,234",,E
1987,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,SWEDEN,"28,118","135,058",,E
1983,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",UNITED KINGDOM,"1,492","4,935",,E
1984,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH/FROZEN,NORWAY,359,"2,517",,E
1985,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"1,010,377","1,552,303",,E
1983,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",NORWAY,"100,676","179,447",,E
1982,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"49,777","84,012",,E
1983,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",PORTUGAL,"15,750","60,591",,E
1985,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FRESH",UNITED KINGDOM,782,"3,337",,E
1981,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"1,172,208","1,923,761",,E
1984,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"1,236,625","2,617,486",,E
1979,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"20,391","48,102",,E
1981,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"365,653","864,258",,E
1979,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,714,"1,160",,E
1975,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",NORWAY,272,660,,E
1980,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"5,483,117","11,595,223",,E
1977,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"134,120","288,178",,E
1978,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"336,206","756,856",,E
1973,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED WHOLE/PROCESSED",UNITED KINGDOM,"5,443","6,600",,E
1980,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,ICELAND,325,"1,300",,E
1976,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN IN QUOTA",SPAIN,"5,903","8,723",,E
1986,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"160,011","845,076",,E
1986,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,"7,860","16,585",,E
1972,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,FRANCE,"132,214","76,648",,E
1987,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,UNITED KINGDOM,"5,148","9,761",,E
1975,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,FRANCE,"534,363","462,697",,E
1988,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,299,"1,507",,E
1987,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,ICELAND,"114,922","532,549",,E
1980,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"170,595","328,471",,E
1984,IMP,GROUNDFISH POLLOCK NSPF CANNED NOT IN OIL,GERMANY,100,774,,E
1979,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,SPAIN,"1,138","2,275",,E
1985,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"2,767,411","3,229,049",,E
1985,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,"1,000","2,047",,E
1981,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,NETHERLANDS,"35,617","116,643",,E
1984,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",UNITED KINGDOM,"30,978","149,226",,E
1984,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"23,650","57,383",,E
1981,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"56,031","98,821",,E
1984,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,BELGIUM,"18,980","42,681",,E
1984,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"84,742","151,710",,E
1985,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",ICELAND,"15,023","70,459",,E
1979,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,ICELAND,"65,581","128,274",,E
1977,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",NORWAY,"65,530","188,111",,E
1977,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",NORWAY,"3,157","7,553",,E
1972,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"120,373","139,232",,E
1972,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED WHOLE/PROCESSED",UNITED KINGDOM,"9,796","6,731",,E
1972,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"17,794","10,948",,E
1977,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"9,879","22,651",,E
1974,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,UNITED KINGDOM,472,540,,E
1977,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,GERMANY (EAST),"11,000","26,520",,E
1983,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"177,901","438,577",,E
1985,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",UNITED KINGDOM,227,"1,400",,E
1985,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,DENMARK,"11,071","47,210",,E
1981,IMP,GROUNDFISH COD NSPF FROZEN,ICELAND,"15,000","28,050",,E
1983,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,540,"2,866",,E
1983,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,NETHERLANDS,562,"3,140",,E
1984,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",NORWAY,"66,038","53,450",,E
1982,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"11,700","90,230",,E
1981,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",ICELAND,"7,224","51,946",,E
1981,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"30,545","49,163",,E
1977,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,803,446,,E
1976,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FRESH",PORTUGAL,181,300,,E
1972,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"8,402","9,479",,E
1975,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,GERMANY,"26,245","28,855",,E
1982,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FRESH",ICELAND,"1,134","2,888",,E
1977,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,SPAIN,"232,115","438,744",,E
1973,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"68,719","97,447",,E
1986,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,ICELAND,"31,394","107,439",,E
1983,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,499,"1,560",,E
1984,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,NETHERLANDS,"57,622","170,544",,E
1984,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"2,133,583","2,377,650",,E
1988,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH",UNITED KINGDOM,"4,427","20,218",,E
1986,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,SWEDEN,"89,131","350,093",,E
1987,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,"1,803","4,125",,E
1981,IMP,GROUNDFISH POLLOCK NSPF SMOKED CANNED IN OIL,NORWAY,"1,714","2,799",,E
1977,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"30,113","45,447",,E
1977,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",IRELAND,114,252,,E
1975,IMP,GROUNDFISH POLLOCK NSPF SMOKED CANNED IN OIL,NORWAY,885,"4,231",,E
1976,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"1,497","4,815",,E
1977,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH,PORTUGAL,"5,818","7,543",,E
1978,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,DENMARK,794,"1,581",,E
1978,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",NORWAY,622,"1,469",,E
1976,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,ICELAND,"18,321","24,674",,E
1979,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"25,728","70,963",,E
1976,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,GERMANY,"93,485","125,068",,E
1975,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"13,651","17,245",,E
1972,IMP,"GROUNDFISH COD,CUSK,EELS,HADDOCK,HAKE,POLLOCK,SHAD FRESH/FROZEN",DENMARK,"38,475","17,620",,E
1974,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",FRANCE,"16,783","14,800",,E
1975,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",NORWAY,"23,044","43,019",,E
1979,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,689,951,,E
1980,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"655,397","1,088,789",,E
1983,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,GERMANY,"19,309","45,604",,E
1986,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"4,300","19,435",,E
1984,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,54,288,,E
1986,IMP,GROUNDFISH COD NSPF FRESH,UNITED KINGDOM,896,"6,720",,E
1976,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",UNITED KINGDOM,"2,415","4,920",,E
1974,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN IN QUOTA",UNITED KINGDOM,"17,418","25,037",,E
1981,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",UNITED KINGDOM,"2,619","6,065",,E
1976,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,GERMANY,"7,385","7,262",,E
1979,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,SWEDEN,"5,330","14,187",,E
1975,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,NETHERLANDS,"156,878","90,708",,E
1988,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"48,280","178,786",,E
1973,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,SPAIN,"13,771","12,751",,E
1988,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"2,475","12,289",,E
1988,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN",UNITED KINGDOM,"16,980","102,396",,E
1973,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"17,146","10,395",,E
1987,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",ICELAND,"18,144","31,070",,E
1973,IMP,"GROUNDFISH COD,CUSK,EELS,HADDOCK,HAKE,POLLOCK,SHAD FRESH/FROZEN",NETHERLANDS,"11,904","1,399",,E
1984,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,IRELAND,"36,243","26,928",,E
1983,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",GERMANY,"9,250","76,758",,E
1981,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,SWEDEN,"54,295","149,134",,E
1986,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH/FROZEN,ICELAND,"2,449","6,692",,E
1984,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH/FROZEN,ICELAND,236,510,,E
1985,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",NORWAY,"1,076","3,549",,E
1977,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"20,433","37,855",,E
1973,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,UNITED KINGDOM,"1,066","1,528",,E
1975,IMP,GROUNDFISH COD NSPF FROZEN,PORTUGAL,"2,880","5,894",,E
1976,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",UNITED KINGDOM,"36,648","62,050",,E
1973,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,GERMANY,"9,072","10,400",,E
1988,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH/FROZEN,ICELAND,"17,037","61,872",,E
1972,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,NORWAY,"1,152","2,004",,E
1986,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,GERMANY,"484,430","1,412,611",,E
1985,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,778,"1,492",,E
1983,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"670,661","1,352,564",,E
1985,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH/FROZEN,SWITZERLAND,"1,361","4,002",,E
1982,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,SPAIN,"13,444","35,004",,E
1983,IMP,GROUNDFISH COD NSPF FILLET FRESH > QUOTA,NORWAY,"17,500","59,128",,E
1977,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"1,500","7,320",,E
1975,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FROZEN",NORWAY,"7,394","2,503",,E
1974,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",NORWAY,"47,505","138,589",,E
1972,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",DENMARK,"4,525","3,691",,E
1973,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NETHERLANDS,"17,388","12,564",,E
1975,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,UNITED KINGDOM,386,500,,E
1974,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",UNITED KINGDOM,"3,334","5,292",,E
1988,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH,GERMANY,"82,241","282,710",,E
1987,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,DENMARK,"14,152","68,640",,E
1984,IMP,GROUNDFISH COD NSPF FRESH,FINLAND,250,929,,E
1980,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,DENMARK,"2,268","6,720",,E
1978,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,GERMANY,"6,358","26,171",,E
1978,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH/FROZEN,UNITED KINGDOM,"1,157","3,147",,E
1972,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,SWEDEN,"8,298","9,118",,E
1973,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",UNITED KINGDOM,"19,051","32,738",,E
1976,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FRESH",ICELAND,136,336,,E
1975,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,NETHERLANDS,"31,434","59,309",,E
1988,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"10,576","41,969",,E
1984,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,450,"2,634",,E
1983,IMP,GROUNDFISH COD NSPF FRESH,DENMARK,323,"1,025",,E
1986,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"1,525","10,096",,E
1983,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"19,459","47,340",,E
1979,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",FRANCE,"18,144","28,000",,E
1975,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",ICELAND,"5,292","15,670",,E
1976,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",GERMANY,"54,023","92,022",,E
1973,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED WHOLE/DRESS",ICELAND,"29,484","31,569",,E
1973,IMP,GROUNDFISH POLLOCK NSPF SMOKED CANNED IN OIL,GERMANY,875,"1,010",,E
1985,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,SPAIN,616,"1,408",,E
1972,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",BELGIUM,"2,649","3,619",,E
